timestep,x,y,z
0.01338945834,0.41462372299999994,-0.38162262259999996,-2.714092734
0.02339645833,0.7206757611,0.0832076329,-3.0814241769999997
0.033402458339999996,0.3345940518,-0.06383580744,-1.509768038
0.04340845834,0.4129116583,-0.162313444,-1.732027722
0.05341445834,-0.006682198048,-0.10615970849999999,-1.8231162319999998
0.06342045833,0.2112040606,0.42182252259999997,-1.087382137
0.07342645833,0.6104019517,0.2797182253,-1.4575518180000002
0.08343245834,1.3816274769999999,-0.6903430375,-2.9448788269999997
0.09343845833999999,1.8891073230000002,-0.2830613708,-3.8676191589999998
0.1034454583,1.246984519,0.7593594781,-2.242580865
0.1134514583,1.3053499640000001,0.1075145084,-2.5389581
0.1234574583,0.8499416193000001,-1.12195263,-1.6648473069999998
0.1334634583,1.7181302059999999,-1.253753841,-0.1655194724
0.1434694583,2.640251171,-1.394084385,0.9319689918
0.1534754583,2.432743428,-1.673541825,1.251616391
0.1634814583,2.07431554,-1.011745771,1.398734676
0.17348845829999998,1.8588851119999998,-0.7138750107999999,1.917189746
0.18349445829999997,1.904254535,-1.628022274,0.6595267493
0.19350045829999998,2.2612130180000003,-3.776049423,-2.206847361
0.20350645829999997,3.097315739,-4.135116411,3.292913289
0.21351245829999999,4.633873381,-3.1782359419999997,5.677542902999999
0.22351845829999997,4.867538351,-3.429570905,5.328253629
0.2335244583,4.354615039,-5.108122332,3.6276084980000003
0.24353045829999997,3.736726605,-5.768074173,4.580361418
0.25353745829999996,1.7215720230000002,-4.569666568,7.252731344
0.2635434583,-0.8096885097,-2.5667695040000003,7.5863261070000005
0.2735494583,-2.9332279580000002,-0.6746018945000001,5.984880744
0.2835554583,-3.904101399,0.9528169468000001,5.710111894
0.29356145829999997,-2.2930405819999997,-0.5224131967,6.768487163
0.3035674583,0.2618082038,-1.6696665819999998,5.857358817000001
0.3135734583,1.224049108,-1.3974184669999998,3.129065536
0.3235804583,1.565161636,-0.5758713658,3.113138305
0.3335864583,1.9762922319999998,0.31200158,2.91297408
0.34359245829999996,2.15015802,0.7027451281,2.953142697
0.3535984583,1.86847016,-0.5773346315,-5.003234977
0.3636044583,1.167624646,1.75963155,-14.70687939
0.3736104583,2.73368383,6.275335919,-16.84714977
0.38361645829999996,1.7946905780000002,1.953746684,-6.482453652999999
0.3936224583,1.777016199,-1.73496931,-4.421949236000001
0.40362945829999997,3.128554489,-2.16197305,-3.993861129
0.4136354583,2.065185698,-4.842780948,-5.300251898
0.4236414583,-0.46773281340000006,-5.504618517000001,-5.96864478
0.43364745829999995,0.5869557863,-3.5567770810000003,-4.415688622
0.44365345829999997,5.095196477,-3.0568810739999996,-1.3419816009999999
0.4536594583,7.321851865,-1.859480359,2.8339583160000004
0.4636654583,6.692501426000001,-0.2318654895,3.304675548
0.4736724583,4.168248489,-0.10272388460000001,3.078550855
0.4836784583,2.1072850659999998,-1.289794031,3.491297622
0.49368445829999996,0.4204112971,-2.509187294,1.670362986
0.5036904583,-1.323540067,-3.822134545,-0.6500156683
0.5136964583,-2.368684841,-4.542760897,-2.731657185
0.5237024583,-3.59760468,-4.406332785,-4.757581168
0.5337084583,-4.928588253,-3.029614338,-5.940874599
0.5437144583,-5.0613235560000005,-1.199313485,-5.143559967
0.5537214583,-4.625315981,-0.2066262755,-3.34606331
0.5637274582999999,-4.51209576,-0.1353946173,-1.647507974
0.5737334583,-5.318135607,-1.290196905,-0.47419924909999994
0.5837394583,-6.395997307000001,-1.750023405,0.3347221059
0.5937454583,-6.543975717,-0.9639187628,0.5857319641
0.6037514583,-5.856905658,-0.014252003430000002,0.5248723894
0.6137574583,-5.4436607089999995,0.4437568903,0.33844502810000004
0.6237644582999999,-5.510047656,0.8778708448999999,-0.46818480310000005
0.6337704583,-5.974295529,0.1412582052,0.4793418753
0.6437764583,-6.37162962,-0.1631887722,-0.18176771519999999
0.6537824583,-6.2598799739999995,0.2523716748,-0.00011811375620000001
0.6637884583,-4.64206533,0.36182278100000004,1.538238131
0.6737944583,-2.68646347,1.371831344,1.9723018
0.6838004583,-1.761654979,2.006889835,2.495161285
0.6938074583,-1.276472905,2.1416868669999998,2.511902156
0.7038134583,-0.5957014668,2.75380293,1.664136871
0.7138194582999999,0.07549632490000001,3.398890857,1.428542319
0.7238254583,0.2759686983,3.4687770710000003,2.300004908
0.7338314583,0.44856680990000003,3.1896716339999998,3.490588647
0.7438374583,1.2404604879999999,3.202936919,4.265009383
0.7538434583,2.805738484,3.2717256110000004,4.704088208
0.7638494583,4.260503518999999,2.700688869,7.104534833
0.7738570417,4.603564923,3.249246283,8.57893014
0.7838630417,3.7627686419999997,4.934322617,6.53343728
0.7938690417,2.212851866,4.6411917560000004,5.162427762
0.8038750417,0.6056926042,3.2407795139999998,2.35720091
0.8138810417,0.2971139842,0.6330374005,-0.8003715562999999
0.8238870417,0.5882398349,-0.9523465382999999,-3.8896157989999995
0.8338930417,0.49375877020000003,-0.8865057206,-5.206043898
0.8439000417,-0.8718075745999999,-1.575366197,-3.404428462
0.8539060417000001,-2.95509976,-2.888884721,-1.6515022069999998
0.8639120417,-3.3265353639999997,-2.791934085,-0.6546121645
0.8739180417,-2.773495182,-2.1739825,0.7245045179
0.8839240417,-1.7891088259999999,-1.124544116,1.14088416
0.8939300417,-0.9890518498,-0.01768402666,1.341336068
0.9039360417,-0.7569384384000001,0.05916768283,0.8527246016
0.9139420417,-1.604259043,-1.374257939,0.4985183307
0.9239490417,-3.368491475,-2.7076251289999997,-0.648802371
0.9339550417,-5.02251851,-3.147499468,-2.807084513
0.9439610417000001,-7.279625028,-3.829611965,-4.030248352
0.9539670417,-12.88647159,-5.978837062,-2.864005988
0.9639730417,-16.79551417,-7.432614502000001,-0.5105391096999999
0.9739790417,-9.364121155,-2.5008798619999997,0.9591632223000001
0.9839850417,4.447179971000001,4.972173398,5.07377871
0.9939910417,14.79980334,8.151350741,2.392340337
1.003998042,16.24164018,5.191016554,-5.288261597
1.014004042,11.0830324,0.10098609210000001,-9.528927852
1.024010042,8.029960206,0.18330290170000002,-7.0426227589999995
1.034016042,6.7572312729999995,3.226120545,-4.2395564530000005
1.044022042,4.48346019,3.962762128,-2.2181377490000003
1.054028042,1.8444433669999998,3.8538957430000003,-0.23237536670000003
1.064034042,-0.2769077611,4.050179172,2.607681595
1.074041042,-1.457974572,4.289134995,4.75625502
1.0840470420000001,-1.8228443369999998,5.219434022,6.432897331
1.094053042,-2.756015516,5.747702474,6.292373536
1.104059042,-2.170302848,7.758288041,4.8451104780000005
1.114065042,2.47714426,8.848776219,6.726684833999999
1.124071042,-0.26882398550000003,4.897282845,4.8786080069999995
1.134077042,1.419594033,2.84546739,9.147770083
1.144084042,3.585611456,2.205348135,6.327442796000001
1.154090042,3.331913633,0.9183730459,-0.08566988627000001
1.164096042,2.9996906269999997,-1.412790213,-5.375462294
1.1741020420000001,2.579319091,-3.522352184,-6.98333667
1.184108042,0.9287079996,-7.984519739,-6.749518211
1.194114042,1.772117987,-9.140765703,-7.5456248079999995
1.204120042,3.1590529810000003,-7.341027809,-6.563328246
1.214126042,3.622294548,-4.206409757,-5.299444982
1.224133042,3.7645333310000004,-1.391799293,1.471968713
1.234139042,3.235220566,-1.093651521,6.826265255
1.244145042,2.484427552,-0.4351761013,1.9393740819999998
1.254151042,2.400433468,1.2287052459999999,-15.16628109
1.2641570420000001,-3.007068644,-8.001915205,0.04248009481000001
1.274163042,-7.353005245,-10.81935572,5.685662931
1.284169042,-10.4549128,-11.05052071,4.345948881
1.294175042,-9.622674506000001,-8.262368317,10.51804987
1.304182042,-4.374927097,-2.51300114,12.60463579
1.314188042,-1.864972356,1.214435116,7.581439004
1.324194042,-2.002729248,-0.9813235848999999,1.7350817230000002
1.334200042,-0.7215920198000001,-1.492374911,-2.247628766
1.344206042,0.8416412044,-0.03316774607,-2.7007985039999998
1.354212042,0.8692956108,0.010787528159999999,-2.7791628889999997
1.3642180419999999,1.442470095,-1.067139076,-2.002285445
1.374225042,1.921086915,-2.246828867,-1.227449264
1.384231042,1.9128382480000001,0.18846570070000002,-5.427633491
1.3942370419999999,2.423835195,4.9705736,-7.9065517960000005
1.4042430419999998,4.31270746,7.8520534070000005,-2.153000352
1.4142490419999998,6.173813052000001,8.408238221,2.731443762
1.424255042,6.351061454,5.6830889870000005,26.20465947
1.434261042,0.6253877807,5.676865795,2.953120478
1.444267042,-1.885983741,1.011223907,-9.713326814
1.454274042,-1.789667235,-1.906902739,-9.48568243
1.464280042,-0.5394734715999999,-3.6643880689999997,-7.40228324
1.474286042,-0.157353251,-5.978376886,-3.949963158
1.4842920419999999,-0.9288649973,-7.198862116,-1.304705747
1.4942980419999998,-2.024558366,-6.7047308779999994,3.608652409
1.5043040419999998,-2.342858275,-2.82252467,8.978482665
1.514310042,-1.6285828759999998,-0.03815191269,10.23406347
1.5243170419999998,-0.09893927425,0.167254926,6.323897045
1.5343230419999998,2.622187075,2.854102558,-0.08668731093
1.544329042,3.5260967410000004,4.145904524,-2.430583612
1.554335042,2.344212197,1.935544741,-3.370481282
1.564341042,2.1119555290000003,1.6191197419999999,-4.60943085
1.5743470419999999,1.56781481,1.223351535,-2.118863284
1.5843530419999998,-0.41193312670000004,-0.5740375328,1.330774827
1.5943590419999998,-2.784278618,-2.444511534,3.71869233
1.6043660419999999,-3.97227584,-4.1822391219999995,2.777425973
1.6143720419999998,-2.5769433669999997,-2.551501547,0.6946521431
1.6243780419999998,-0.24347221260000002,-1.12477742,-2.119110475
1.634384042,0.5650173256000001,-1.636437441,-0.5084411287
1.644390042,0.8298546794,1.058946542,2.681623145
1.654396042,0.011123743059999998,1.903916566,3.275681545
1.6644020419999999,-0.9401983631,0.3308354616,0.01259534106
1.6744080419999998,1.6442080980000002,3.6278926719999998,-3.9615704660000004
1.684415042,2.874503494,7.9670201920000006,-3.812432845
1.6944210419999999,1.085263106,6.511337729,-1.9842614019999998
